Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Привод,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес 
Kia Ceed I,390000,2007,255806,хэтчбек 5 дв.,серый,1.4,109,Бензин,2725,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102680040-07952bec/
Kia Ceed II,450000,2014,280000,универсал 5 дв.,жёлтый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103052255-e5292436/
Kia Ceed III,1450000,2019,42000,универсал 5 дв.,белый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103780778-337d170a/
Kia Ceed II Рестайлинг,1170000,2016,90000,хэтчбек 3 дв.,серый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1095254364-0fcb36cc/
Kia Ceed II Рестайлинг,659000,2016,315651,универсал 5 дв.,коричневый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103356044-7c57e3c1/
Kia Ceed II Рестайлинг,900000,2018,182000,универсал 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103429774-984c8eb5/
Kia Ceed III,1250000,2019,102000,универсал 5 дв.,белый,1.6,128,"Бензин, газобаллонное оборудование",4480,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102386396-fa7f6020/
Kia Ceed II,650000,2015,175000,универсал 5 дв.,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103558604-cb1d0e14/
Kia Ceed II Рестайлинг,655000,2016,265139,универсал 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101317739-b1d83757/
Kia Ceed II,450000,2013,329891,универсал 5 дв.,белый,1.6,129,Бензин,4515,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102778525-b99a4f3d/
Kia Ceed II,800000,2013,140000,универсал 5 дв.,красный,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103183469-f5c7ab79/
Kia Ceed I,400000,2008,340000,хэтчбек 5 дв.,красный,2.0,143,Бензин,5005,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102947263-e14a061a/
Kia Ceed II Рестайлинг,910000,2018,74000,универсал 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1089233818-62346db2/
Kia Ceed II Рестайлинг,540000,2016,243000,универсал 5 дв.,жёлтый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104037766-1869c0d3/
Kia Ceed II,475000,2015,344000,универсал 5 дв.,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102954472-e4b0908c/
Kia Ceed II Рестайлинг,680000,2015,305000,универсал 5 дв.,серый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103285163-329a8614/
Kia Ceed II Рестайлинг,610000,2015,232000,универсал 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103735125-d2053294/
Kia Ceed II Рестайлинг,1100000,2017,114700,универсал 5 дв.,чёрный,1.6,135,Бензин,4725,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103965468-f1b4bf53/
Kia Ceed II Рестайлинг,750000,2017,173525,универсал 5 дв.,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102936954-6addc510/
Kia Ceed II Рестайлинг,820000,2017,135000,универсал 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102447370-79182825/
Kia Ceed II Рестайлинг,680000,2015,225093,хэтчбек 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103903470-0978352a/
Kia Ceed II,505000,2015,170000,универсал 5 дв.,жёлтый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102092513-7615aca5/
Kia Ceed II Рестайлинг,850000,2017,250000,универсал 5 дв.,коричневый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102968331-6c8185c3/
Kia Ceed II,565000,2014,183450,универсал 5 дв.,жёлтый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103789773-006fbf50/
Kia Ceed III,1350000,2019,57000,универсал 5 дв.,белый,1.6,128,Бензин,3738,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103771113-4ca23e6f/
Kia Ceed I Рестайлинг,530000,2011,95315,хэтчбек 3 дв.,синий,1.6,122,Бензин,2440,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103882365-659b2132/
Kia Ceed II,645000,2013,167980,универсал 5 дв.,чёрный,1.6,129,Бензин,3225,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103826950-1de0e011/
Kia Ceed II,780000,2014,101000,хэтчбек 3 дв.,красный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104073556-24269dba/
Kia Ceed I Рестайлинг,595000,2011,111610,хэтчбек 5 дв.,серебристый,1.6,122,Бензин,2562,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104064640-6e297541/
Kia Ceed II,720000,2014,95746,универсал 5 дв.,синий,1.6,129,Бензин,,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104055445-ae308c1e/
Kia Ceed I,460000,2009,198826,хэтчбек 5 дв.,чёрный,1.6,122,Бензин,2440,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104061890-4dc08bdc/
Kia Ceed II Рестайлинг,1000000,2017,40000,универсал 5 дв.,серебристый,1.6,130,Бензин,3250,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104072648-75c4a90d/
